LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
17645,Kailua Kona,HI,96740,453920,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,04/14/2020,Bank of Hawaii,HI-02
17640,Honolulu,HI,96814,561510,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01
17640,Honokaa,HI,96727,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/28/2020,First Hawaiian Bank,HI-02
17640,Honolulu,HI,96814,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/07/2020,Bank of Hawaii,HI-01
17632,Wahiawa,HI,96786,445120,Corporation,Unanswered,Male Owned,Unanswered,,3,04/29/2020,First Hawaiian Bank,HI-02
17627.5,Kapaa,HI,96746,721199,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,1,04/29/2020,First Hawaiian Bank,HI-02
17625,Holualoa,HI,96725,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,05/29/2020,First Hawaiian Bank,HI-02
17620,Waikoloa,HI,96738,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/30/2020,First Hawaiian Bank,HI-02
17615,Makawao,HI,96768,453920,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/13/2020,Bank of Hawaii,HI-02
17615,Lahaina,HI,96761,111339,Corporation,Unanswered,Unanswered,Unanswered,,1,05/01/2020,First Hawaiian Bank,HI-02
17610,Ewa Beach,HI,96706,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/15/2020,Central Pacific Bank,HI-01
17610,Kamuela,HI,96743,311520,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/30/2020,First Hawaiian Bank,HI-02
17604.23,Kamuela,HI,96743,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/28/2020,Celtic Bank Corporation,HI-02
17603,Honolulu,HI,96814,812112,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Central Pacific Bank,HI-01
17601,Haiku,HI,96708,541430,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/27/2020,First Hawaiian Bank,HI-02
17600,Lahaina,HI,96761,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,Central Pacific Bank,HI-02
17600,Honolulu,HI,96817,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/05/2020,"American Savings Bank, FSB",HI-01
17600,Kalaheo,HI,96741,561599,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/06/2020,MBE Capital Partners,HI-02
17600,Wahiawa,HI,96786,812320,Subchapter S Corporation,Asian,Female Owned,Non-Veteran,,5,05/26/2020,Hawaii National Bank,HI-02
17600,Honolulu,HI,96819,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,05/07/2020,"American Savings Bank, FSB",HI-01
17600,Honolulu,HI,96814,722513,Corporation,Asian,Male Owned,Non-Veteran,,7,04/27/2020,Hawaii National Bank,HI-01
17600,Aiea,HI,96701,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/06/2020,"American Savings Bank, FSB",HI-01
17600,Hauula,HI,96717,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/07/2020,"American Savings Bank, FSB",HI-02
17600,Honolulu,HI,96813,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-01
17600,Honolulu,HI,96821,453220,Corporation,Unanswered,Unanswered,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-01
17597,Kailua,HI,96734,445220,Independent Contractors,Unanswered,Unanswered,Unanswered,,,06/26/2020,Bank of Hawaii,HI-02
17595,Lahaina,HI,96761,812930,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,13,04/16/2020,Central Pacific Bank,HI-02
17587,Kaneohe,HI,96744,327212,Corporation,Unanswered,Female Owned,Non-Veteran,,2,04/09/2020,HawaiiUSA FCU,HI-02
17580,Kaneohe,HI,96744,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/14/2020,Cache Valley Bank,HI-02
17577.5,Kihei,HI,96753,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/24/2020,"Fundbox, Inc.",HI-02
17577.15,Kapolei,HI,96707,237110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/01/2020,Celtic Bank Corporation,HI-02
17575,Honolulu,HI,96813,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-01
17570,Kailua Kona,HI,96740,541219,Corporation,Unanswered,Unanswered,Unanswered,,1,04/28/2020,First Hawaiian Bank,HI-02
17549,Mililani,HI,96789,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,05/01/2020,First Hawaiian Bank,HI-01
17547.5,Kula,HI,96790,447190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/30/2020,First Hawaiian Bank,HI-02
17545,Kapolei,HI,96707,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/15/2020,Central Pacific Bank,HI-02
17545,Honolulu,HI,96817,339113,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,4,04/30/2020,Cross River Bank,HI-01
17544,Honolulu,HI,96822,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,05/04/2020,First Hawaiian Bank,HI-01
17537.5,Honolulu,HI,96817,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,04/29/2020,First Hawaiian Bank,HI-01
17537,Honolulu,HI,96819,541519,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-01
17537,Honolulu,HI,96815,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/24/2020,Bank of Hawaii,HI-01
17530,Kalaheo,HI,96741,722330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/27/2020,Bank of Hawaii,HI-02
17527,Princeville,HI,96722,541613,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/20/2020,Bank of Hawaii,HI-02
17525,Ewa Beach,HI,96706,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/27/2020,Bank of Hawaii,HI-01
17522.08,Mililani,HI,96789,451120,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,3,04/09/2020,"American Savings Bank, FSB",HI-01
17517.5,Waipahu,HI,96797,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/13/2020,First Hawaiian Bank,HI-01
17505,Kapolei,HI,96707,541611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/15/2020,Cross River Bank,HI-02
17500,Kihei,HI,96753,811412,Corporation,Unanswered,Unanswered,Unanswered,,2,04/09/2020,"American Savings Bank, FSB",HI-02
17500,Honolulu,HI,96815,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/10/2020,Central Pacific Bank,HI-01
17500,Aiea,HI,96701,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/10/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96819,531120,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,05/04/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96817,492110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/21/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96813,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/10/2020,"American Savings Bank, FSB",HI-01
17500,Hilo,HI,96720,621112,Corporation,Unanswered,Unanswered,Unanswered,,1,04/15/2020,"American Savings Bank, FSB",HI-02
17500,Mililani,HI,96789,484220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/10/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96816,812990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,05/05/2020,"American Savings Bank, FSB",HI-01
17500,Wailuku,HI,96793,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-02
17500,Honolulu,HI,96822,448310,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,1,05/06/2020,Hawaii National Bank,HI-01
17500,Kahului,HI,96732,336320,Corporation,Unanswered,Unanswered,Unanswered,,,04/11/2020,Bank of Hawaii,HI-02
17500,Kailua,HI,96734,524210,Corporation,Unanswered,Unanswered,Unanswered,,1,04/11/2020,Central Pacific Bank,HI-02
17500,Kailua,HI,96734,541620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/11/2020,Central Pacific Bank,HI-02
17500,Honolulu,HI,96814,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,7,04/11/2020,"American Savings Bank, FSB",HI-01
17500,Pearl City,HI,96782,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/07/2020,Central Pacific Bank,HI-01
17500,Kealakekua,HI,96750,237110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/11/2020,Central Pacific Bank,HI-02
17500,Hawi,HI,96719,531390,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,05/26/2020,Central Pacific Bank,HI-02
17500,Honolulu,HI,96817,722511,Corporation,Asian,Female Owned,Non-Veteran,,6,04/29/2020,Hawaii National Bank,HI-01
17500,Honolulu,HI,96817,561510,Corporation,Unanswered,Unanswered,Unanswered,,1,04/27/2020,Bank of Hawaii,HI-01
17500,Honolulu,HI,96814,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/28/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96813,448150,Corporation,Unanswered,Unanswered,Unanswered,,2,04/04/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96813,621310,Corporation,Unanswered,Female Owned,Unanswered,,1,04/04/2020,First Hawaiian Bank,HI-01
17500,Honolulu,HI,96813,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/04/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96814,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/04/2020,Central Pacific Bank,HI-01
17500,Kailua,HI,96734,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/05/2020,Central Pacific Bank,HI-02
17500,Honolulu,HI,96822,711510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/05/2020,"American Savings Bank, FSB",HI-01
17500,Honolulu,HI,96813,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/05/2020,"American Savings Bank, FSB",HI-01
17500,Kaneohe,HI,96744,448310,Corporation,Unanswered,Unanswered,Unanswered,,3,04/05/2020,Central Pacific Bank,HI-02
17500,Honolulu,HI,96819,814110,Corporation,Unanswered,Unanswered,Unanswered,,1,04/06/2020,Central Pacific Bank,HI-01
17500,Kahului,HI,96732,448140,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/06/2020,Central Pacific Bank,HI-02
17500,Honolulu,HI,96814,541922,Corporation,Unanswered,Unanswered,Unanswered,,2,04/13/2020,Central Pacific Bank,HI-01
17500,Kapolei,HI,96707,541519,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/13/2020,First Hawaiian Bank,HI-02
17500,Kailua Kona,HI,96740,333243,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-02
17500,Honolulu,HI,96819,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,06/01/2020,American Express National Bank,HI-01
17500,Honolulu,HI,96813,336611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/07/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96821,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/15/2020,First Hawaiian Bank,HI-01
17500,Honolulu,HI,96813,812199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96817,443142,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/28/2020,First Hawaiian Bank,HI-01
17500,Hanalei,HI,96714,515120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/07/2020,First Hawaiian Bank,HI-02
17500,Kailua Kona,HI,96740,531190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI-02
17500,Lahaina,HI,96761,512110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/07/2020,Central Pacific Bank,HI-02
17500,Aiea,HI,96701,445310,Corporation,Asian,Male Owned,Unanswered,,2,04/07/2020,Ohana Pacific Bank,HI-01
17500,Honolulu,HI,96814,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,06/17/2020,Central Pacific Bank,HI-01
17500,Ewa Beach,HI,96706,445299,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,1,04/08/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96816,339116,Corporation,Unanswered,Unanswered,Unanswered,,1,04/08/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96816,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96825,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-01
17500,Mililani,HI,96789,541921,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-01
17500,Kailua Kona,HI,96740,523120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,05/18/2020,"American Savings Bank, FSB",HI-02
17500,Honolulu,HI,96813,523930,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,2,04/08/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96816,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/09/2020,Central Pacific Bank,HI-01
17500,Makawao,HI,96768,722511,Corporation,Unanswered,Unanswered,Unanswered,,7,04/09/2020,Central Pacific Bank,HI-02
17500,Honolulu,HI,96815,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/09/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96813,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,05/01/2020,"American Savings Bank, FSB",HI-01
17500,Honolulu,HI,96817,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-01
17500,Waikoloa,HI,96738,541219,Corporation,Unanswered,Unanswered,Unanswered,,1,05/01/2020,"American Savings Bank, FSB",HI-02
17500,Honolulu,HI,96816,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,05/19/2020,Central Pacific Bank,HI-01
17500,Lihue,HI,96766,448150,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,05/02/2020,Gather FCU,HI-02
17500,Mililani,HI,96789,561790,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,05/02/2020,"American Savings Bank, FSB",HI-01
17500,Kahului,HI,96732,238350,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/09/2020,Bank of Hawaii,HI-02
17500,Honolulu,HI,96817,541310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/02/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96822,236118,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,04/15/2020,Central Pacific Bank,HI-01
17500,Hilo,HI,96720,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/15/2020,First Hawaiian Bank,HI-02
17500,Honolulu,HI,96813,511110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/03/2020,Central Pacific Bank,HI-01
17500,Honolulu,HI,96816,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,First Hawaiian Bank,HI-01
17500,Wailuku,HI,96793,811211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/03/2020,"American Savings Bank, FSB",HI-02
17500,Mililani,HI,96789,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,Central Pacific Bank,HI-01
17490,Honolulu,HI,96817,238990,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,1,05/06/2020,HawaiiUSA FCU,HI-01
17490,Honolulu,HI,96826,445120,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,4,04/07/2020,Central Pacific Bank,HI-01
17482,Kailua Kona,HI,96740,531210,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,1,05/08/2020,Bank of Hawaii,HI-02
17475,Honolulu,HI,96826,512110,Corporation,Unanswered,Unanswered,Unanswered,,2,04/27/2020,Bank of Hawaii,HI-01
17467,Waipahu,HI,96767,722511,Corporation,Unanswered,Unanswered,Unanswered,,5,04/27/2020,Bank of Hawaii,HI-02
17460,Lihue,HI,96766,712110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,04/29/2020,First Hawaiian Bank,HI-02
17456,Kihei,HI,96753,531390,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,06/23/2020,"Kabbage, Inc.",HI-02
17445,Honolulu,HI,96813,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-01
17432,Kaneohe,HI,96744,541611,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,1,04/13/2020,HawaiiUSA FCU,HI-02
17422,Honolulu,HI,96815,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/29/2020,Central Pacific Bank,HI-01
17420,Makawao,HI,96768,531210,Corporation,Unanswered,Unanswered,Unanswered,,1,04/27/2020,Bank of Hawaii,HI-02
17402,Honolulu,HI,96813,221114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/22/2020,Bank of Hawaii,HI-01
17402,Kihei,HI,96753,541921,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/27/2020,Bank of Hawaii,HI-02
17400,Kailua,HI,96734,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Bank of Hawaii,HI-02
17400,Keaau,HI,96749,112111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,06/10/2020,"American Savings Bank, FSB",HI-02
17400,Kailua,HI,96734,621991,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,04/29/2020,"American Savings Bank, FSB",HI-02
17400,Honolulu,HI,96819,445120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/29/2020,Central Pacific Bank,HI-01
17400,Kailua Kona,HI,96740,541310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/29/2020,Central Pacific Bank,HI-02
17400,Kihei,HI,96753,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/16/2020,First Hawaiian Bank,HI-02
17400,Honolulu,HI,96816,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/06/2020,Central Pacific Bank,HI-01
17400,Hilo,HI,96720,448140,Corporation,Unanswered,Unanswered,Unanswered,,6,04/11/2020,"American Savings Bank, FSB",HI-02
17400,Kailua Kona,HI,96740,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/11/2020,"American Savings Bank, FSB",HI-02
17400,Puunene,HI,96784,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/11/2020,Central Pacific Bank,HI-02
17400,Kula,HI,96790,339992,Corporation,Unanswered,Unanswered,Unanswered,,2,04/30/2020,First Hawaiian Bank,HI-02
17400,Ewa Beach,HI,96706,541921,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/05/2020,Central Pacific Bank,HI-01
17400,Holualoa,HI,96725,524210,Corporation,Unanswered,Unanswered,Unanswered,,2,04/05/2020,Central Pacific Bank,HI-02
17400,Hilo,HI,96720,624120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/14/2020,First Hawaiian Bank,HI-02
17400,Honolulu,HI,96817,722511,Corporation,Unanswered,Unanswered,Unanswered,,9,05/01/2020,"American Savings Bank, FSB",HI-01
17385,Princeville,HI,96722,451120,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/12/2020,Bank of Hawaii,HI-02
17380,Pahoa,HI,96778,813990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/15/2020,Bank of Hawaii,HI-02
17377,Honolulu,HI,96817,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/27/2020,Bank of Hawaii,HI-01
17367,Hilo,HI,96720,445210,Corporation,Unanswered,Unanswered,Unanswered,,,06/19/2020,Bank of Hawaii,HI-02
17360,Honolulu,HI,96817,551114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01
17345,Waikoloa,HI,96738,541921,Self-Employed Individuals,Unanswered,Male Owned,Non-Veteran,,1,04/27/2020,First Hawaiian Bank,HI-02
17342.5,Kahului,HI,96733,531311,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,05/07/2020,First Hawaiian Bank,HI-02
17340,Honolulu,HI,96816,621310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,07/30/2020,Cross River Bank,HI-01
17340,Honolulu,HI,96821,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/08/2020,Bank of Hawaii,HI-01
17333,Kailua Kona,HI,96740,721199,Corporation,Unanswered,Unanswered,Unanswered,,6,04/30/2020,Cross River Bank,HI-02
17332.92,Lihue,HI,96766,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,05/26/2020,Kaua'i Government Employees' FCU,HI-02
17332.5,Kihei,HI,96753,812990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,08/05/2020,"Fundbox, Inc.",HI-02
17330,Honomu,HI,96728,236118,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,2,05/04/2020,First Hawaiian Bank,HI-02
17330,Honolulu,HI,96815,446191,Corporation,Unanswered,Unanswered,Unanswered,,2,04/28/2020,First Hawaiian Bank,HI-01
17325,Lahaina,HI,96761,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-02
17325,Koloa,HI,96756,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/28/2020,Kaua'i Government Employees' FCU,HI-02
17323,Honolulu,HI,96813,541611,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/16/2020,Central Pacific Bank,HI-01
17322,Honolulu,HI,96822,541211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/03/2020,Bank of Hawaii,HI-01
17320,Honolulu,HI,96815,424990,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01
17309.63,Waipahu,HI,96797,711219,Corporation,Unanswered,Male Owned,Veteran,,1,04/30/2020,Celtic Bank Corporation,HI-01
17309.57,0,HI,96816,453220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Celtic Bank Corporation,HI-01
17307,Kailua,HI,96734,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,08/08/2020,Fountainhead SBF LLC,HI-02
17305,Honolulu,HI,96815,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01
17300,Honolulu,HI,96814,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/21/2020,Central Pacific Bank,HI-01
17300,Honolulu,HI,96822,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/28/2020,"American Savings Bank, FSB",HI-01
17300,Honolulu,HI,96814,561790,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/28/2020,Central Pacific Bank,HI-01
17300,Honolulu,HI,96813,722513,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/29/2020,Central Pacific Bank,HI-01
17300,Kaneohe,HI,96744,236220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Central Pacific Bank,HI-02
17300,Kailua Kona,HI,96740,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,05/08/2020,"American Savings Bank, FSB",HI-02
17300,Honolulu,HI,96814,541921,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,04/13/2020,Central Pacific Bank,HI-01
17300,Honolulu,HI,96816,531320,Subchapter S Corporation,Asian,Male Owned,Non-Veteran,,1,04/05/2020,Bank of Hawaii,HI-01
17300,Kailua,HI,96734,541513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/06/2020,Central Pacific Bank,HI-02
17300,Honokaa,HI,96727,112130,Corporation,Unanswered,Unanswered,Unanswered,,2,05/14/2020,Hawaii First FCU,HI-02
17300,Hilo,HI,96720,713940,Corporation,Unanswered,Unanswered,Unanswered,,5,05/14/2020,Hawaii National Bank,HI-02
17300,Honolulu,HI,96814,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Central Pacific Bank,HI-01
17300,Honolulu,HI,96826,445120,Corporation,Asian,Male Owned,Non-Veteran,,2,04/07/2020,First Hawaiian Bank,HI-01
17300,Kailua Kona,HI,96745,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/15/2020,Central Pacific Bank,HI-02
17300,Honolulu,HI,96813,523930,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/15/2020,Central Pacific Bank,HI-01
17300,Honolulu,HI,96816,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/08/2020,Central Pacific Bank,HI-01
17300,Honolulu,HI,96814,451110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/09/2020,Central Pacific Bank,HI-01
17300,Honolulu,HI,96813,722513,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,5,06/08/2020,Ohana Pacific Bank,HI-01
17300,Wailuku,HI,96793,237210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"American Savings Bank, FSB",HI-02
17295,Waipahu,HI,96797,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,05/16/2020,First Hawaiian Bank,HI-01
17292,Kihei,HI,96753,451211,Corporation,Unanswered,Unanswered,Unanswered,,,04/10/2020,Central Pacific Bank,HI-02
17292,Hilo,HI,96720,523930,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,07/10/2020,"Kabbage, Inc.",HI-02
17281,Honolulu,HI,96814,454110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/26/2020,"Kabbage, Inc.",HI-01
17277,Honolulu,HI,96813,621210,Corporation,Unanswered,Unanswered,Unanswered,,2,05/05/2020,Bank of Hawaii,HI-01
17277,Kihei,HI,96753,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/30/2020,First Hawaiian Bank,HI-02
